game_id,side_id,player_id
20191128-1845-camdenhells-greenmachine,1,greenmachine-jayd
20191128-1845-camdenhells-greenmachine,1,greenmachine-ahmed
20191128-1930-rockets-lostangels,0,rockets-anna
20191128-1930-rockets-lostangels,0,rockets-darnell
20191128-1930-rockets-lostangels,0,rockets-janis
20191128-1930-rockets-lostangels,0,rockets-marc
20191128-1930-rockets-lostangels,0,rockets-patricia
20191128-1930-rockets-lostangels,0,rockets-thriston
20191128-1930-rockets-lostangels,0,rockets-malachi
20191128-1930-rockets-lostangels,1,lostangels-carlos
20191128-1930-rockets-lostangels,1,lostangels-carlotta
20191128-1930-rockets-lostangels,1,lostangels-daria
20191128-1930-rockets-lostangels,1,lostangels-jazeps
20191128-1930-rockets-lostangels,1,lostangels-rolands
20191128-1930-rockets-lostangels,1,lostangels-sophie
20191128-2015-burritos-lions,0,burritos-armelle
20191128-2015-burritos-lions,0,burritos-suzi
20191128-2015-burritos-lions,0,burritos-wouter
20191128-2015-burritos-lions,0,saturdays-jamie
20191128-2015-burritos-lions,0,rockets-darnell
20191128-2015-burritos-lions,0,lostangels-carlotta
20191128-2015-burritos-lions,1,lions-diego
20191128-2015-burritos-lions,1,lions-kata
20191128-2015-burritos-lions,1,lions-rashid
20191128-2015-burritos-lions,1,greenmachine-andris
20191128-2015-burritos-lions,1,lions-ring-jamal
20191128-2015-burritos-lions,1,lostangels-daria
20191128-2015-burritos-lions,1,lions-foley
20191128-2100-hotshots-northlondonlions,0,hotshots-daniel
20191128-2100-hotshots-northlondonlions,0,hotshots-martin
20191128-2100-hotshots-northlondonlions,0,hotshots-harrison
20191128-2100-hotshots-northlondonlions,0,imports-dan
20191128-2100-hotshots-northlondonlions,0,hotshots-bernard
20191128-2100-hotshots-northlondonlions,0,rockets-janis
20191128-2100-hotshots-northlondonlions,1,northlondonlions-tanky
20191128-2100-hotshots-northlondonlions,1,northlondonlions-banksy
20191128-2100-hotshots-northlondonlions,1,northlondonlions-boma
20191128-2100-hotshots-northlondonlions,1,northlondonlions-tom
20191128-2100-hotshots-northlondonlions,1,northlondonlions-kenny
20191128-2100-hotshots-northlondonlions,1,northlondonlions-sulley
20191128-2100-hotshots-northlondonlions,1,northlondonlions-stephanie
20191128-2100-hotshots-northlondonlions,1,northlondonlions-sarah
20191205-2015-rockets-hotshots,0,rockets-alex
20191205-2015-rockets-hotshots,0,rockets-anna
20191205-2015-rockets-hotshots,0,rockets-darnell
20191205-2015-rockets-hotshots,0,rockets-janis
20191205-2015-rockets-hotshots,0,rockets-marc
20191205-2015-rockets-hotshots,0,rockets-patricia
20191205-2015-rockets-hotshots,0,rockets-paul
20191205-2015-rockets-hotshots,0,rockets-thriston
20191205-2015-rockets-hotshots,1,hotshots-marine
20191205-2015-rockets-hotshots,1,hotshots-daniel
20191205-2015-rockets-hotshots,1,hotshots-weronika
20191205-2015-rockets-hotshots,1,hotshots-martin
20191205-2015-rockets-hotshots,1,hotshots-davidm
20191205-2015-rockets-hotshots,1,hotshots-sharad
20191205-2015-rockets-hotshots,1,hotshots-harrison
